Unique,Parcel_ID,Land_Use,Property_Address,Property_City,Sale_Date,Sale_Price,Sold_As_Vacant,Multiple_Parcels_Involved_in_Sale,Acreage,Tax_District,Neighborhood,Land_Value,Building_Value,Total_Value,Finished_Area,Foundation_Type,Year_Built,Exterior_Wall,Grade,Bedrooms,Full_Bath,Half_Bath
34788,033 16 0 137.00,ZERO LOT LINE,209  NELSON CT E,MADISON,2015-07-24,100000,f,f,0.17,GENERAL SERVICES DISTRICT,6929,17200,72900,90100,1296,CRAWL,1983,BRICK/FRAME,C,2,2,0
34789,033 16 0 155.00,SINGLE FAMILY,313  SLAYTON DR,MADISON,2015-07-14,162000,f,t,0.28,GENERAL SERVICES DISTRICT,6929,24500,122800,147300,1695,CRAWL,1977,BRICK,C,3,2,0
34791,033 16 0 224.00,ZERO LOT LINE,211  NELSON CT E,MADISON,2015-07-24,100000,f,f,0.14,GENERAL SERVICES DISTRICT,6929,17200,72300,89500,1296,CRAWL,1983,BRICK/FRAME,C,2,2,0
34793,034 05 0 053.00,SINGLE FAMILY,311  GOLDIE DR,GOODLETTSVILLE,2015-07-10,146000,f,f,0.34,CITY OF GOODLETTSVILLE,9327,22000,82300,118500,1547,CRAWL,1963,BRICK,C,3,1,0
34798,042 02 0 024.00,SINGLE FAMILY,740  FALCON DR,MADISON,2015-07-31,280000,f,f,0.94,GENERAL SERVICES DISTRICT,6942,35000,213000,248000,2682,FULL BSMT,1995,BRICK,C,3,2,1
34801,042 15 0 088.00,SINGLE FAMILY,218  LINDA LN,MADISON,2015-07-30,220000,f,f,0.98,GENERAL SERVICES DISTRICT,6928,28000,145400,177400,2375.44,PT BSMT,1957,BRICK,C,3,2,0
34802,042 16 0 045.00,SINGLE FAMILY,101  PEGGY ST,MADISON,2015-07-31,71500,f,f,0.43,GENERAL SERVICES DISTRICT,6928,21600,54700,77800,816,CRAWL,1950,FRAME,C,2,1,0
34804,043 01 0 259.00,SINGLE FAMILY,120  SHANNON AVE,MADISON,2015-07-31,124000,f,f,0.18,GENERAL SERVICES DISTRICT,6950,20000,82900,102900,1242,CRAWL,1999,BRICK/FRAME,C,3,2,0
34806,043 05 0 163.00,SINGLE FAMILY,209  GARNER AVE,MADISON,2015-07-27,112000,f,f,0.15,GENERAL SERVICES DISTRICT,6950,18000,84700,102700,1678.5,CRAWL,1935,BRICK,C,3,1,0
34816,043 11 0 059.00,SINGLE FAMILY,209  MYATT DR,MADISON,2015-07-31,111000,f,f,1.03,GENERAL SERVICES DISTRICT,6950,18000,86300,104300,912,FULL BSMT,1955,FRAME,C,3,1,0
34817,043 12 0 054.00,SINGLE FAMILY,130  VANDIVER DR,MADISON,2015-07-17,90000,f,f,0.39,GENERAL SERVICES DISTRICT,6950,20700,73700,94400,1422,PT BSMT,1945,FRAME,C,3,1,0
34818,043 13 0 342.00,SINGLE FAMILY,229  HICKORY ST,MADISON,2015-07-15,95000,f,f,0.16,GENERAL SERVICES DISTRICT,6927,16000,64600,80600,814,CRAWL,1940,FRAME,C,2,1,0
34819,043 15 0 038.00,SINGLE FAMILY,200  RANDY RD,MADISON,2015-07-09,145000,f,f,1.25,GENERAL SERVICES DISTRICT,6927,29000,93900,122900,1404,CRAWL,1956,FRAME,C,3,1,0
34820,043 15 0 049.00,SINGLE FAMILY,121  RANDY RD,MADISON,2015-07-30,99750,f,f,0.93,GENERAL SERVICES DISTRICT,6927,29000,64000,93000,1097,CRAWL,1955,FRAME,C,2,1,0
34822,043 16 0 013.00,DUPLEX,115  EAGAN CIR,MADISON,2015-07-17,113000,f,f,0.25,GENERAL SERVICES DISTRICT,6950,18000,76000,95000,1625,CRAWL,1960,BRICK,C,4,2,0
34823,051 03 0 100.00,SINGLE FAMILY,708  BARBARA DR,MADISON,2015-07-17,155000,f,f,0.62,GENERAL SERVICES DISTRICT,6928,30000,125700,155700,2004,CRAWL,1958,BRICK,C,3,2,0
34824,051 08 0 115.00,SINGLE FAMILY,116  E PALESTINE AVE,MADISON,2015-07-30,105000,f,f,0.42,GENERAL SERVICES DISTRICT,6927,16000,82000,98800,1301,CRAWL,1961,BRICK/FRAME,C,3,1,0
34826,051 14 0 062.00,SINGLE FAMILY,836  LEMONT DR,NASHVILLE,2015-07-27,200700,f,f,0.64,URBAN SERVICES DISTRICT,4830,30000,105600,135600,1369,CRAWL,1954,BRICK,C,3,2,0
34830,052 02 0 082.00,SINGLE FAMILY,603  CARMEL AVE,MADISON,2015-07-16,117500,f,f,0.16,GENERAL SERVICES DISTRICT,6927,16000,79600,95600,1175,FULL BSMT,1948,FRAME,C,2,1,0
34831,052 02 0 097.00,SINGLE FAMILY,648  CARMEL AVE,MADISON,2015-07-01,83500,f,f,0.2,GENERAL SERVICES DISTRICT,6927,16000,45700,61700,756,CRAWL,1948,FRAME,C,2,1,0
34832,052 02 0 126.00,SINGLE FAMILY,509  LANIER DR,MADISON,2015-07-27,139900,f,f,0.32,GENERAL SERVICES DISTRICT,6927,20000,125400,145400,1185,CRAWL,2015,BRICK,C,4,2,0
34833,052 02 0 220.00,SINGLE FAMILY,614  NEELYS BEND RD,MADISON,2015-07-28,88000,f,f,0.26,GENERAL SERVICES DISTRICT,6927,16000,71400,94200,1200,CRAWL,1952,BRICK,C,2,1,0
34834,052 02 0 276.00,SINGLE FAMILY,579  NEELYS BEND RD,MADISON,2015-07-15,122500,f,f,0.46,GENERAL SERVICES DISTRICT,6927,20000,69600,90300,913,CRAWL,1948,BRICK,C,2,1,0
34837,052 06 0 124.00,SINGLE FAMILY,714  TAHLENA AVE,MADISON,2015-07-31,184900,f,f,0.79,GENERAL SERVICES DISTRICT,6927,33000,142900,193700,1732,CRAWL,2007,BRICK,C,3,2,0
34838,052 08 0 168.00,SINGLE FAMILY,1557  MEADOW BEND DR,MADISON,2015-07-02,128500,f,f,0.33,GENERAL SERVICES DISTRICT,6926,27000,87200,114200,1078,CRAWL,1988,BRICK,C,3,2,0
34841,052 12 0 101.00,SINGLE FAMILY,1238  APACHE LN,MADISON,2015-07-06,155000,f,f,0.39,GENERAL SERVICES DISTRICT,6926,27000,106200,133200,1780,SLAB,1971,BRICK,C,3,2,0
34843,053 05 0 041.00,SINGLE FAMILY,1260  CHEYENNE BLVD,MADISON,2015-07-13,192900,f,f,0.33,GENERAL SERVICES DISTRICT,6926,27000,138900,165900,2786.20007,FULL BSMT,1973,BRICK,C,3,3,0
34846,053 13 0 136.00,SINGLE FAMILY,749  JESSICA TAYLOR DR,MADISON,2015-07-17,189000,f,f,0.35,GENERAL SERVICES DISTRICT,6926,27000,106300,146200,1957,CRAWL,1994,FRAME,C,3,3,0
34847,060 07 0 058.00,SINGLE FAMILY,3001  RICH ACRES DR,NASHVILLE,2015-07-13,184000,f,f,0.98,URBAN SERVICES DISTRICT,4829,27600,91200,123300,1876,CRAWL,1959,BRICK,C,3,1,1
34848,060 07 0 127.00,SINGLE FAMILY,2913  SUNSET DR,NASHVILLE,2015-07-08,116000,f,f,0.55,URBAN SERVICES DISTRICT,4829,27600,73800,101400,1491,CRAWL,1959,BRICK,C,3,1,0
34849,060 08 0 063.00,SINGLE FAMILY,120  BEN ALLEN RD,NASHVILLE,2015-07-09,129900,f,f,0.26,URBAN SERVICES DISTRICT,4832,15000,75600,92300,1305,CRAWL,1936,FRAME,D,3,2,0
34850,060 08 0 068.00,SINGLE FAMILY,3044  HILLSIDE RD,NASHVILLE,2015-07-24,155000,f,f,0.23,URBAN SERVICES DISTRICT,4830,16200,69800,86000,700,CRAWL,1948,FRAME,D,2,1,0
34851,060 16 0 054.00,SINGLE FAMILY,2825  ALHAMBRA CIR,NASHVILLE,2015-07-23,225000,f,f,0.48,URBAN SERVICES DISTRICT,4832,15000,44200,69200,1515.78,FULL BSMT,1950,BRICK,C,3,1,0
34852,061 02 0 068.00,SINGLE FAMILY,647  STANVID DR,NASHVILLE,2015-07-22,286000,f,f,1.03,URBAN SERVICES DISTRICT,4830,34500,131000,165500,1483,CRAWL,1958,BRICK,C,3,2,0
34853,061 03 0 036.00,SINGLE FAMILY,4418  SAUNDERS AVE,NASHVILLE,2015-07-20,300000,f,f,0.84,URBAN SERVICES DISTRICT,4830,34500,145800,181400,2151,CRAWL,1955,BRICK,C,3,2,0
34854,061 03 0 093.00,SINGLE FAMILY,4822  LINDELL ST,NASHVILLE,2015-07-23,170000,f,f,0.39,URBAN SERVICES DISTRICT,7332,31200,97500,133000,1263,CRAWL,1952,BRICK,C,2,1,0
34855,061 03 0 186.00,SINGLE FAMILY,1103  HAYSBORO AVE,NASHVILLE,2015-07-30,110000,f,f,0.22,URBAN SERVICES DISTRICT,7326,36000,80100,116100,1008,CRAWL,1948,BRICK,C,2,1,0
34862,061 06 0 055.00,SINGLE FAMILY,616  MAPLEWOOD LN,NASHVILLE,2015-07-24,395000,f,f,0.81,URBAN SERVICES DISTRICT,4830,29900,251100,281000,2269,CRAWL,2015,FRAME,B,3,2,1
34863,061 06 0 110.00,SINGLE FAMILY,4214  EDWARDS AVE,NASHVILLE,2015-07-07,115000,f,f,0.22,URBAN SERVICES DISTRICT,4830,18000,124900,142900,1098,CRAWL,1957,FRAME,C,2,2,0
34864,061 07 0 135.00,SINGLE FAMILY,1051  GWYNN DR,NASHVILLE,2015-07-30,235000,f,f,0.2,URBAN SERVICES DISTRICT,7332,26000,126600,160000,1322,CRAWL,1953,BRICK,C,2,1,0
34865,061 07 0 287.00,SINGLE FAMILY,1125  KENWOOD DR,NASHVILLE,2015-07-13,384000,f,f,0.39,URBAN SERVICES DISTRICT,7327,53000,223100,276100,1945,CRAWL,1950,STONE,B,4,3,0
34866,061 10 0 020.00,SINGLE FAMILY,3844  HUTSON AVE,NASHVILLE,2015-07-17,155000,f,f,0.34,URBAN SERVICES DISTRICT,4830,18000,116000,134000,1131,CRAWL,2002,FRAME,C,3,2,0
34867,061 11 0 027.00,SINGLE FAMILY,906  MATTHEWS AVE,NASHVILLE,2015-07-31,185000,f,f,0.22,URBAN SERVICES DISTRICT,7332,30000,112100,148500,1620,CRAWL,1951,BRICK,C,3,1,1
34868,061 11 0 108.00,SINGLE FAMILY,1005  MATTHEWS AVE,NASHVILLE,2015-07-16,230000,f,f,0.18,URBAN SERVICES DISTRICT,7332,28200,89100,117300,828,CRAWL,1948,BRICK,C,2,1,0
34869,061 12 0 021.00,SINGLE FAMILY,1345  KENWOOD DR,NASHVILLE,2015-07-31,260000,f,f,1.04,URBAN SERVICES DISTRICT,7327,67500,187900,255400,2297,CRAWL,1947,BRICK,B,4,2,0
34870,061 12 0 053.00,SINGLE FAMILY,1239  PLYMOUTH AVE,NASHVILLE,2015-07-17,219000,f,f,0.32,URBAN SERVICES DISTRICT,7328,38700,94400,137500,1178,PT BSMT,1949,BRICK,C,2,1,0
34871,061 12 0 106.00,SINGLE FAMILY,1304  PLYMOUTH AVE,NASHVILLE,2015-07-23,309900,f,f,0.34,URBAN SERVICES DISTRICT,7328,38700,204000,242700,1797.0625,FULL BSMT,1946,BRICK,C,2,2,0
34872,061 13 0 010.00,SINGLE FAMILY,2605  BETHWOOD DR,NASHVILLE,2015-07-06,90000,f,f,0.18,URBAN SERVICES DISTRICT,4828,20000,58400,78400,1067,CRAWL,1973,BRICK,C,3,1,0
34873,061 13 0 035.00,SINGLE FAMILY,2562  BETHWOOD DR,NASHVILLE,2015-07-28,85000,f,f,0.18,URBAN SERVICES DISTRICT,4828,20000,58700,78700,1025,CRAWL,1973,BRICK,C,3,1,0
34874,061 14 0 056.00,SINGLE FAMILY,1009  HORSESHOE DR,NASHVILLE,2015-07-17,222500,f,f,0.23,URBAN SERVICES DISTRICT,7332,30000,108400,142100,1411.20001,FULL BSMT,1946,BRICK,C,3,2,0
34875,061 15 0 003.00,SINGLE FAMILY,1001  HORSESHOE DR,NASHVILLE,2015-07-24,257000,f,f,0.35,URBAN SERVICES DISTRICT,7332,30000,99900,129900,1437,CRAWL,1948,BRICK,C,2,1,1
34876,061 15 0 018.00,SINGLE FAMILY,3912 A  BURRUS ST,NASHVILLE,2015-07-15,179500,f,f,0.27,URBAN SERVICES DISTRICT,7332,30000,83800,113800,992,CRAWL,1934,FRAME,C,3,1,0
34877,061 15 0 296.00,SINGLE FAMILY,1008  GILLOCK ST,NASHVILLE,2015-07-31,165000,f,f,0.2,URBAN SERVICES DISTRICT,7332,30000,209600,239600,2147.25,CRAWL,1938,FRAME,C,4,3,0
34879,061 16 0 091.00,SINGLE FAMILY,4109  ADDINE ST,NASHVILLE,2015-07-23,150000,f,f,0.17,URBAN SERVICES DISTRICT,7328,30000,144800,174800,1184,CRAWL,1950,FRAME,C,3,2,0
34880,061 16 0 180.00,SINGLE FAMILY,1256  MCALPINE AVE,NASHVILLE,2015-07-17,218500,f,f,0.36,URBAN SERVICES DISTRICT,7328,37000,135300,172300,1197,CRAWL,1995,FRAME,C,3,2,0
34881,061 16 0 236.00,SINGLE FAMILY,1303  ARDEE AVE,NASHVILLE,2015-07-17,300000,f,f,0.22,URBAN SERVICES DISTRICT,7328,30000,170400,213300,1679.41998,CRAWL,1952,BRICK/FRAME,C,4,1,0
34882,061 16 0 284.00,DUPLEX,1302  ARDEE AVE,NASHVILLE,2015-07-10,210000,f,f,0.16,URBAN SERVICES DISTRICT,7328,30000,119500,149500,1633.5,PT BSMT,1944,BRICK/FRAME,C,2,2,0
34883,062 05 0 006.00,SINGLE FAMILY,4026  BRUSH HILL RD,NASHVILLE,2015-07-01,325000,f,f,0.83,URBAN SERVICES DISTRICT,7327,105000,126800,231800,1637,CRAWL,1940,FRAME,B,2,1,0
34884,063 01 0 008.02,SINGLE FAMILY,612  NAWAKWA TRL,MADISON,2015-07-31,77000,f,f,0.57,GENERAL SERVICES DISTRICT,6926,24000,53800,81000,1261,CRAWL,1940,FRAME,C,3,1,0
34885,063 02 0 030.00,SINGLE FAMILY,1534  MOHAWK TRL,MADISON,2015-07-21,50000,f,f,0.18,GENERAL SERVICES DISTRICT,6926,18000,44200,62500,720,CRAWL,1960,FRAME,D,1,1,0
34886,063 02 0 033.00,VACANT RESIDENTIAL LAND,1540  MOHAWK TRL,MADISON,2015-07-29,22500,t,f,0.18,GENERAL SERVICES DISTRICT,6926,18000,90900,108900,1220,CRAWL,2016,FRAME,C,3,2,0
34887,063 02 0 034.00,VACANT RESIDENTIAL LAND,1542  MOHAWK TRL,MADISON,2015-07-29,22500,t,f,0.25,GENERAL SERVICES DISTRICT,6926,18000,90900,108900,1220,CRAWL,2016,FRAME,C,3,2,0
34888,063 02 0 115.00,SINGLE FAMILY,1453  OCOEE TRL,MADISON,2015-07-31,113750,f,f,0.18,GENERAL SERVICES DISTRICT,6926,18000,60300,78300,822,CRAWL,1989,FRAME,C,2,1,0
34889,063 02 0 155.00,SINGLE FAMILY,1439  MOHAWK TRL,MADISON,2015-07-22,107850,f,f,0.17,GENERAL SERVICES DISTRICT,6926,18000,68800,86800,1060,CRAWL,1990,FRAME,C,3,2,0
34891,071 03 0 135.00,SINGLE FAMILY,209  QUEEN AVE,NASHVILLE,2015-07-30,100000,f,f,0.21,URBAN SERVICES DISTRICT,4832,10000,77000,95000,2238,PT BSMT,1937,FRAME,C,5,1,1
34892,071 04 0 041.00,SINGLE FAMILY,2617 A  WOODYHILL DR,NASHVILLE,2015-07-15,85000,f,f,0.28,URBAN SERVICES DISTRICT,4832,15000,41300,60500,816,FULL BSMT,1951,FRAME,C,2,1,0
34893,071 04 0 063.00,SINGLE FAMILY,2602  JONES AVE,NASHVILLE,2015-07-31,110000,f,f,0.28,URBAN SERVICES DISTRICT,4832,15000,112900,127900,1248,CRAWL,1950,FRAME,C,3,2,0
34894,071 04 0 128.00,SINGLE FAMILY,122  GORDON TER,NASHVILLE,2015-07-16,241200,f,f,0.4,URBAN SERVICES DISTRICT,4832,20000,120300,140300,1350,SLAB,2015,FRAME,C,3,2,0
34895,071 07 0 039.00,SINGLE FAMILY,216  QUEEN AVE,NASHVILLE,2015-07-31,55000,f,f,0.16,URBAN SERVICES DISTRICT,4832,10000,71300,81300,720,CRAWL,1945,FRAME,C,2,1,0
34896,071 07 0 170.00,DUPLEX,1713  LUTON ST,NASHVILLE,2015-07-16,91500,f,f,0.35,URBAN SERVICES DISTRICT,3426,15000,71800,89300,1375,CRAWL,1955,BRICK,C,2,2,0
34897,071 08 0 092.00,SINGLE FAMILY,2011  OVERBY RD,NASHVILLE,2015-07-01,85250,f,f,0.16,URBAN SERVICES DISTRICT,4832,10000,39000,49000,1312,CRAWL,1953,FRAME,C,4,1,1
34898,071 08 0 202.00,SINGLE FAMILY,521  WESLEY AVE,NASHVILLE,2015-07-24,87447,f,f,0.22,URBAN SERVICES DISTRICT,4832,15000,118400,133400,1155,CRAWL,1951,BRICK,C,3,2,0
34899,071 08 0 292.00,SINGLE FAMILY,437  EDWIN ST,NASHVILLE,2015-07-17,249900,f,f,0.2,URBAN SERVICES DISTRICT,3426,15000,130600,145600,1350,CRAWL,1950,FRAME,C,3,2,1
34900,071 08 0 357.00,SINGLE FAMILY,519  EDWIN ST,NASHVILLE,2015-07-31,105000,f,f,0.21,URBAN SERVICES DISTRICT,3426,15000,155400,170400,1440,FULL BSMT,1950,FRAME,C,3,2,0
34901,071 08 0 383.00,SINGLE FAMILY,331  DUKE ST,NASHVILLE,2015-07-31,126500,f,t,0.18,URBAN SERVICES DISTRICT,4832,10000,104800,114800,1214,PT BSMT,1950,FRAME,C,3,1,1
34902,071 08 0 414.00,SINGLE FAMILY,1805  JONES AVE,NASHVILLE,2015-07-17,209900,f,f,0.15,URBAN SERVICES DISTRICT,3426,15000,105400,120400,1032,CRAWL,1985,FRAME,C,3,2,0
34903,071 11 0 137.00,SINGLE FAMILY,316  MARSHALL ST,NASHVILLE,2015-07-20,70000,f,f,0.18,URBAN SERVICES DISTRICT,3426,15000,74100,89100,816,CRAWL,1956,FRAME,C,3,1,0
34904,071 11 0 197.00,SINGLE FAMILY,1503  MERIDIAN ST,NASHVILLE,2015-07-10,140000,f,f,0.29,URBAN SERVICES DISTRICT,3426,18000,159300,177300,1832,PT BSMT,1943,FRAME,C,3,2,0
34906,071 12 0 288.00,SINGLE FAMILY,1505  MONTGOMERY AVE,NASHVILLE,2015-07-02,206500,f,f,0.22,URBAN SERVICES DISTRICT,3426,15000,106500,121500,1184,PT BSMT,1940,FRAME,C,3,1,0
34907,071 12 0 310.00,SINGLE FAMILY,1522  JONES AVE,NASHVILLE,2015-07-28,117500,f,f,0.28,URBAN SERVICES DISTRICT,3426,18000,101100,119100,1008,CRAWL,1930,FRAME,C,2,1,0
34908,071 14 0 289.00,SINGLE FAMILY,123  ELMHURST AVE,NASHVILLE,2015-07-31,645000,f,t,0.13,URBAN SERVICES DISTRICT,3426,10500,46800,57300,1206,CRAWL,1940,FRAME,D,3,1,1
34910,071 15 0 309.00,SINGLE FAMILY,1207  JOSEPH AVE,NASHVILLE,2015-07-31,247000,f,f,0.16,URBAN SERVICES DISTRICT,2026,27000,120700,147700,1084,FULL BSMT,1918,FRAME,C,2,2,0
34911,071 15 0 336.00,VACANT RESIDENTIAL LAND,1221  N 2ND ST,NASHVILLE,2015-07-08,95000,t,f,0.21,URBAN SERVICES DISTRICT,2026,27000,332200,359200,2641.10999,CRAWL,2016,FRAME,B,4,3,0
34912,071 15 0 429.00,SINGLE FAMILY,1203  PENNOCK AVE,NASHVILLE,2015-07-30,267500,f,f,0.19,URBAN SERVICES DISTRICT,2026,27000,121100,148100,1234,CRAWL,1925,BRICK,C,3,1,0
34913,071 15 0 463.00,SINGLE FAMILY,1208  LISCHEY AVE,NASHVILLE,2015-07-28,260000,f,f,0.16,URBAN SERVICES DISTRICT,2026,27000,147800,174800,1197,PT BSMT,1934,FRAME,C,3,2,0
34914,071 15 0 526.00,SINGLE FAMILY,1316 A  STAINBACK AVE,NASHVILLE,2015-07-30,312300,f,f,0.1,URBAN SERVICES DISTRICT,3426,10500,228500,239000,1726,CRAWL,2015,FRAME,B,3,2,1
34915,071 15 0 539.00,VACANT RESIDENTIAL LAND,1327 A  MERIDIAN ST,NASHVILLE,2015-07-31,100000,t,f,0.1,URBAN SERVICES DISTRICT,3426,10500,289800,300300,2272,CRAWL,2016,FRAME,B,3,2,2
34916,071 16 0 005.00,DUPLEX,1300  N 5TH ST,NASHVILLE,2015-07-17,115506,f,f,0.34,URBAN SERVICES DISTRICT,3426,15000,83200,98200,1440,FULL BSMT,1936,BRICK,C,3,2,0
34917,071 16 0 268.00,SINGLE FAMILY,1203  N 8TH ST,NASHVILLE,2015-07-17,272718,f,f,0.23,URBAN SERVICES DISTRICT,2026,27000,132000,159000,1720.61997,PT BSMT,1935,STONE,D,3,2,0
34918,071 16 0 358.00,SINGLE FAMILY,1313  N 5TH ST,NASHVILLE,2015-07-28,170000,f,f,0.19,URBAN SERVICES DISTRICT,3426,15000,92700,107700,925,CRAWL,1965,BRICK,C,2,1,0
34919,072 01 0 082.00,SINGLE FAMILY,2524  SLAYDON DR,NASHVILLE,2015-07-31,139200,f,f,0.23,URBAN SERVICES DISTRICT,4828,20000,71200,92600,1005,CRAWL,1989,FRAME,C,3,1,0
34920,072 02 0 161.00,SINGLE FAMILY,1112  SHELTON AVE,NASHVILLE,2015-07-24,299000,f,f,0.21,URBAN SERVICES DISTRICT,7328,37000,190600,227600,2002.5,PT BSMT,1926,FRAME,C,3,2,0
34921,072 02 0 169.00,SINGLE FAMILY,1105  KIRKLAND AVE,NASHVILLE,2015-07-23,245000,f,f,0.19,URBAN SERVICES DISTRICT,7328,37000,128700,168600,1306,CRAWL,1926,FRAME,C,2,2,0
34922,072 02 0 176.00,SINGLE FAMILY,1119  KIRKLAND AVE,NASHVILLE,2015-07-10,155000,f,f,0.21,URBAN SERVICES DISTRICT,7328,37000,140800,179500,1354,PT BSMT,1930,FRAME,C,3,1,0
34923,072 03 0 008.00,SINGLE FAMILY,1303  STRATFORD AVE,NASHVILLE,2015-07-17,340000,f,f,0.26,URBAN SERVICES DISTRICT,7328,37000,126500,173600,1237,FULL BSMT,1935,BRICK,C,2,1,0
34924,072 03 0 169.00,SINGLE FAMILY,1311  HOWARD AVE,NASHVILLE,2015-07-23,282000,f,f,0.21,URBAN SERVICES DISTRICT,7328,37000,164600,201600,2016,CRAWL,1930,BRICK/FRAME,C,3,2,0
34925,072 03 0 187.00,SINGLE FAMILY,1134  HOWARD AVE,NASHVILLE,2015-07-17,260000,f,f,0.21,URBAN SERVICES DISTRICT,7328,37000,163000,208100,1566,PT BSMT,1925,FRAME,C,4,1,0
34926,072 03 0 265.00,SINGLE FAMILY,1403  SHELTON AVE,NASHVILLE,2015-07-20,294200,f,f,0.21,URBAN SERVICES DISTRICT,7328,37000,171500,211800,1651,PT BSMT,1945,BRICK,C,3,2,0
34927,072 04 0 091.00,SINGLE FAMILY,1512  NORVEL AVE,NASHVILLE,2015-07-01,150000,f,f,0.23,URBAN SERVICES DISTRICT,7328,37000,94500,131500,1516.5,PT BSMT,1945,FRAME,C,3,2,0
34928,072 04 0 443.00,SINGLE FAMILY,1805  MCGAVOCK PIKE,NASHVILLE,2015-07-27,435000,f,f,0.2,URBAN SERVICES DISTRICT,7328,37000,395900,432900,2528,PT BSMT,2015,FRAME,B,3,2,1
34930,072 06 0 094.00,SINGLE FAMILY,933  ELVIRA AVE,NASHVILLE,2015-07-20,104600,f,f,0.41,URBAN SERVICES DISTRICT,3628,18200,126200,167600,1386,PT BSMT,1945,FRAME,C,4,2,0
34932,072 06 0 165.00,SINGLE FAMILY,1069  ZOPHI ST,NASHVILLE,2015-07-07,110000,f,f,0.16,URBAN SERVICES DISTRICT,3628,18200,71600,89800,1054,CRAWL,1951,FRAME,C,2,1,0
34936,072 07 0 030.00,SINGLE FAMILY,1316  SHELTON AVE,NASHVILLE,2015-07-23,112500,f,f,0.29,URBAN SERVICES DISTRICT,7328,37000,244100,281500,2458.92004,CRAWL,1928,FRAME,C,3,3,0
34937,072 07 0 113.00,SINGLE FAMILY,1411  KIRKLAND AVE,NASHVILLE,2015-07-20,239900,f,f,0.15,URBAN SERVICES DISTRICT,7328,30000,124700,154700,1241,PT BSMT,1940,FRAME,C,3,1,0
34938,072 07 0 136.00,SINGLE FAMILY,3106  OXFORD ST,NASHVILLE,2015-07-02,211000,f,f,0.41,URBAN SERVICES DISTRICT,7328,37000,110200,147200,1035,PT BSMT,1948,FRAME,C,2,1,0
34939,072 07 0 283.00,SINGLE FAMILY,1424  MCGAVOCK PIKE,NASHVILLE,2015-07-23,475000,f,f,0.8,URBAN SERVICES DISTRICT,7330,38000,296800,343000,2622,PT BSMT,1930,BRICK,C,4,3,0
34941,072 08 0 108.00,SINGLE FAMILY,2223  THISTLEWOOD AVE,NASHVILLE,2015-07-06,165000,f,f,0.31,URBAN SERVICES DISTRICT,7330,30000,77300,107300,864,CRAWL,1950,BRICK,C,2,1,0
34943,072 09 0 246.00,SINGLE FAMILY,1020  DELMAS AVE,NASHVILLE,2015-07-01,200635,f,f,0.22,URBAN SERVICES DISTRICT,3628,28000,118200,146200,1111,CRAWL,1972,BRICK,C,2,1,0
34947,072 10 0 022.00,SINGLE FAMILY,2909  DAVIS AVE,NASHVILLE,2015-07-13,295000,f,f,0.25,URBAN SERVICES DISTRICT,3627,25000,136000,161000,1532.5,CRAWL,1980,FRAME,C,3,2,1
34948,072 10 0 207.00,SINGLE FAMILY,2618  NELDIA CT,NASHVILLE,2015-07-01,106000,f,f,0.23,URBAN SERVICES DISTRICT,2726,30000,45000,76300,814,CRAWL,1953,FRAME,D,3,1,0
34949,072 10 0 316.00,SINGLE FAMILY,1636  CHASE ST,NASHVILLE,2015-07-15,300000,f,f,0.17,URBAN SERVICES DISTRICT,3627,25000,133500,158500,1584,SLAB,1969,FRAME,C,4,2,1
34955,072 11 0 232.00,SINGLE FAMILY,2631  PENNINGTON AVE,NASHVILLE,2015-07-28,250000,f,f,0.19,URBAN SERVICES DISTRICT,3627,25000,121700,146700,1204,CRAWL,1950,BRICK,C,3,2,0
34961,072 12 0 033.00,VACANT RESIDENTIAL LAND,153  PIEDMONT AVE,NASHVILLE,2015-07-24,265000,f,t,0.17,URBAN SERVICES DISTRICT,7330,26000,192800,218800,1955.20001,CRAWL,2016,FRAME,C,4,2,1
34962,072 12 0 034.00,SINGLE FAMILY,149  PIEDMONT AVE,NASHVILLE,2015-07-24,265000,f,f,0.16,URBAN SERVICES DISTRICT,7330,26000,141400,175600,1528.80002,CRAWL,1947,FRAME,C,4,2,0
34963,072 12 0 059.00,SINGLE FAMILY,146  PIEDMONT AVE,NASHVILLE,2015-07-13,235000,f,f,0.16,URBAN SERVICES DISTRICT,7330,26000,107900,137700,1152,CRAWL,1945,FRAME,C,2,2,0
34968,072 14 0 023.00,SINGLE FAMILY,2606  NELDIA CT,NASHVILLE,2015-07-02,160000,f,f,0.14,URBAN SERVICES DISTRICT,2726,30000,75300,105300,1142,CRAWL,1959,FRAME,D,3,1,0
34969,072 14 0 084.00,SINGLE FAMILY,1122  CHESTER AVE,NASHVILLE,2015-07-24,230000,f,f,0.3,URBAN SERVICES DISTRICT,2726,54000,76000,130000,1430,FULL BSMT,1948,FRAME,C,2,2,0
34982,072 16 0 149.00,SINGLE FAMILY,1908  SHERIDAN RD,NASHVILLE,2015-07-22,176500,f,f,0.29,URBAN SERVICES DISTRICT,3626,29900,93700,123600,1174,CRAWL,1952,BRICK,C,3,1,0
34983,072 16 0 163.00,SINGLE FAMILY,1954  PORTER RD,NASHVILLE,2015-07-09,235000,f,f,0.48,URBAN SERVICES DISTRICT,3626,33800,118600,158700,1088,FULL BSMT,1941,FRAME,C,2,1,0
